ID_No,Guide_No,Name_of_Material
2576,137,"Phosphorus oxybromide, molten"
2577,156,Phenylacetyl chloride
2578,157,Phosphorus trioxide
2579,153,Piperazine
2580,154,"Aluminum bromide, solution"
2581,154,"Aluminum chloride, solution"
2582,154,"Ferric chloride, solution"
2583,153,"Alkyl sulfonic acids, solid, with"
2583,153,"Alkyl sulphonic acids, solid, with"
2583,153,"Aryl sulfonic acids, solid, with"
2583,153,"Aryl sulphonic acids, solid, with"
2584,153,"Alkyl sulfonic acids, liquid, with"
2584,153,"Alkyl sulphonic acids, liquid,"
2584,153,"Aryl sulfonic acids, liquid, with"
2584,153,"Aryl sulphonic acids, liquid, with"
2585,153,"Alkyl sulfonic acids, solid,"
2585,153,"Alkyl sulphonic acids, solid,"
2585,153,"Aryl sulfonic acids, solid,"
2585,153,"Aryl sulphonic acids, solid,"
2586,153,"Alkyl sulfonic acids, liquid,"
2586,153,"Alkyl sulphonic acids, liquid,"
2586,153,"Aryl sulfonic acids, liquid,"
2586,153,"Aryl sulphonic acids, liquid,"
2587,153,"Benzoquinone2588 151 Pesticide, solid, poisonous,"
2588,151,"Pesticide, solid, toxic, n.o.s."
2589,155,Vinyl chloroacetate
2590,171,"Asbestos, chrysotile"
2591,120,"Xenon, refrigerated liquid"
2599,126,Chlorotrifluoromethane and
2599,126,Refrigerant gas R-503
2601,115,Cyclobutane
2602,126,Dichlorodifluoromethane and
2602,126,Refrigerant gas R-500
2603,131,Cycloheptatriene
2604,132,Boron trifluoride diethyl
2605,155,Methoxymethyl isocyanate
2606,155,Methyl orthosilicate
2607,129P,"Acrolein dimer, stabilized"
2608,129,Nitropropanes
2609,156,Triallyl borate
2610,132,Triallylamine
2611,131,Propylene chlorohydrin
2612,127,Methyl propyl ether
2614,129,Methallyl alcohol
2615,127,Ethyl propyl ether
2616,129,Triisopropyl borate
2617,129,Methylcyclohexanols
2618,130P,"Vinyltoluenes, stabilized"
2619,132,Benzyldimethylamine
2620,130,Amyl butyrates
2621,127,Acetyl methyl carbinol
2622,131P,Glycidaldehyde
2623,133,"Firelighters, solid, with"
2624,138,Magnesium silicide
2626,140,"Chloric acid, aqueous solution,"
2627,140,"Nitrites, inorganic, n.o.s."
2628,151,Potassium fluoroacetate
2629,151,Sodium fluoroacetate
2630,151,Selenates
2630,151,Selenites
2642,154,Fluoroacetic acid
2643,153,Methyl bromoacetate
2644,151,Methyl iodide
2645,153,Phenacyl bromide
2646,151,Hexachlorocyclopentadiene
2647,153,Malononitrile
2648,154,"1,2-Dibromobutan-3-one"
2649,153,"1,3-Dichloroacetone"
2650,153,"1,1-Dichloro-1-nitroethane"
2651,153,"4,4'-Diaminodiphenylmethane"
2653,156,Benzyl iodide
2655,151,Potassium fluorosilicate
2656,154,Quinoline
2657,153,Selenium disulfide
2657,153,Selenium disulphide
2659,151,Sodium chloroacetate
2660,153,Mononitrotoluidines
2660,153,Nitrotoluidines (mono)
2661,153,Hexachloroacetone
2664,160,Dibromomethane2667 152 Butyltoluenes
2668,131,Chloroacetonitrile
2669,152,"Chlorocresols, solution"
2670,157,Cyanuric chloride
2671,153,Aminopyridines
2672,154,"Ammonia solution, with more"
2672,154,"Ammonium hydroxide, with more"
2673,151,2-Amino-4-chlorophenol
2674,154,Sodium fluorosilicate
2676,119,Stibine
2677,154,"Rubidium hydroxide, solution"
2678,154,"Rubidium hydroxide, solid"
2679,154,"Lithium hydroxide, solution"
2680,154,Lithium hydroxide
2681,154,"Caesium hydroxide, solution"
2681,154,"Cesium hydroxide, solution"
2682,157,Caesium hydroxide
2682,157,Cesium hydroxide
2683,132,"Ammonium sulfide, solution"
2683,132,"Ammonium sulphide, solution"
2684,132,3-Diethylaminopropylamine
2685,132,"N,N-Diethylethylenediamine"
2686,132,2-Diethylaminoethanol
2687,133,Dicyclohexylammonium nitrite
2688,159,1-Bromo-3-chloropropane
2689,153,Glycerol alpha-
2690,152,"N,n-Butylimidazole"
2691,137,Phosphorus pentabromide
2692,157,Boron tribromide
2693,154,"Bisulfites, aqueous solution,"
2693,154,"Bisulphites, aqueous solution,"
2698,156,Tetrahydrophthalic anhydrides
2699,154,Trifluoroacetic acid
2705,153P,1-Pentol
2707,127,Dimethyldioxanes
2709,128,Butylbenzenes
2710,128,Dipropyl ketone
2713,153,Acridine
2714,133,Zinc resinate
2715,133,Aluminum resinate
2716,153,"1,4-Butynediol"
2717,133,"Camphor, synthetic"
2719,141,Barium bromate
2720,141,Chromium nitrate
2721,140,Copper chlorate
2722,140,Lithium nitrate
2723,140,Magnesium chlorate
2724,140,Manganese nitrate
2725,140,Nickel nitrate
2726,140,Nickel nitrite
2727,141,Thallium nitrate
2728,140,Zirconium nitrate
2729,152,Hexachlorobenzene
2730,152,"Nitroanisoles, liquid"
2732,152,"Nitrobromobenzenes, liquid"
2733,132,"Amines, flammable, corrosive,"
2733,132,"Polyamines, flammable,"
2734,132,"Amines, liquid, corrosive,"
2735,153,"Amines, liquid, corrosive, n.o.s."
2735,153,"Polyamines, liquid, corrosive,"
2738,153,N-Butylaniline
2739,156,Butyric anhydride
2740,155,n-Propyl chloroformate
2741,141,"Barium hypochlorite, with more"
2742,155,"Chloroformates, poisonous,"
2742,155,"Chloroformates, toxic,"
2743,155,n-Butyl chloroformate
2744,155,Cyclobutyl chloroformate
2745,157,Chloromethyl chloroformate
2746,156,Phenyl chloroformate
2747,156,tert-Butylcyclohexyl
2748,156,2-Ethylhexyl chloroformate
2749,130,Tetramethylsilane
2750,153,"1,3-Dichloropropanol-2"
2751,156,Diethylthiophosphoryl chloride
2752,127,"1,2-Epoxy-3-ethoxypropane"
2753,153,"N-Ethylbenzyltoluidines, liquid"
2754,153,N-Ethyltoluidines
2757,151,"Carbamate pesticide, solid,"
2757,151,"Carbamate pesticide, solid,"
2758,131,"Carbamate pesticide, liquid,"
2758,131,"Carbamate pesticide, liquid,"
2759,151,"Arsenical pesticide, solid,"
2759,151,"Arsenical pesticide, solid, toxic"
2760,131,"Arsenical pesticide, liquid,"
2760,131,"Arsenical pesticide, liquid,"
2761,151,"Organochlorine pesticide, solid,"
2761,151,"Organochlorine pesticide, solid,"
2762,131,"Organochlorine pesticide,"
2762,131,"Organochlorine pesticide,"
2763,151,"Triazine pesticide, solid,"
2763,151,"Triazine pesticide, solid, toxic"
2764,131,"Triazine pesticide, liquid,"
2764,131,"Triazine pesticide, liquid,"
2771,151,"Thiocarbamate pesticide, solid,"
2771,151,"Thiocarbamate pesticide, solid,"
2772,131,"Thiocarbamate pesticide, liquid,"
2772,131,"Thiocarbamate pesticide, liquid,"
2775,151,"Copper based pesticide, solid,"
2775,151,"Copper based pesticide, solid,"
2776,131,"Copper based pesticide, liquid,"
2776,131,"Copper based pesticide, liquid,"
2777,151,"Mercury based pesticide, solid,"
2778,131,"Mercury based pesticide, liquid,"
2778,131,"Mercury based pesticide, liquid,"
2779,153,Substituted nitrophenol
2779,153,Substituted nitrophenol
2780,131,Substituted nitrophenol
2780,131,Substituted nitrophenol
2781,151,"Bipyridilium pesticide, solid,"
2781,151,"Bipyridilium pesticide, solid,"
2782,131,"Bipyridilium pesticide, liquid,"
2782,131,"Bipyridilium pesticide, liquid,"
2783,152,"Organophosphorus pesticide,"
2783,152,"Organophosphorus pesticide,"
2784,131,"Organophosphorus pesticide,"
2784,131,"Organophosphorus pesticide,"
2785,152,4-Thiapentanal
2786,153,"Organotin pesticide, solid,"
2786,153,"Organotin pesticide, solid, toxic"
2787,131,"Organotin pesticide, liquid,"
2787,131,"Organotin pesticide, liquid,"
2788,153,"Organotin compound, liquid,"
2789,132,"Acetic acid, glacial"
2789,132,"Acetic acid, solution, more than"
2790,153,"Acetic acid, solution, more than"
2793,170,"Ferrous metal borings,"
2794,154,"Batteries, wet, filled with acid"
2795,154,"Batteries, wet, filled with alkali"
2796,157,"Battery fluid, acid"
2796,157,"Sulfuric acid, with not more than"
2796,157,"Sulphuric acid, with not more"
2797,154,"Battery fluid, alkali"
2798,137,Benzene phosphorus dichloride
2798,137,Phenylphosphorus dichloride
2799,137,Benzene phosphorus
2799,137,Phenylphosphorus
2800,154,"Batteries, wet, non-spillable"
2801,154,"Dye, liquid, corrosive, n.o.s."
2801,154,"Dye intermediate, liquid,"
2802,154,Copper chloride
2803,172,Gallium
2805,138,"Lithium hydride, fused solid"
2806,139,Lithium nitride
2807,171,Magnetized material
2809,172,"Mercury2810 153 Compounds, tree or weed"
2810,153,"Poisonous liquid, organic, n.o.s."
2810,153,"Toxic liquid, organic, n.o.s."
2811,154,"Poisonous solid, organic, n.o.s."
2811,154,"Toxic solid, organic, n.o.s."
2812,154,"Sodium aluminate, solid"
2813,138,"Water-reactive solid, n.o.s."
2814,158,"Infectious substance, affecting"
2815,153,N-Aminoethylpiperazine
2817,154,"Ammonium bifluoride, solution"
2817,154,"Ammonium hydrogendifluoride,"
2818,154,"Ammonium polysulfide, solution"
2818,154,"Ammonium polysulphide,"
2819,153,Amyl acid phosphate
2820,153,Butyric acid
2821,153,Phenol solution
2822,153,2-Chloropyridine
2823,153,"Crotonic acid, solid"
2826,155,Ethyl chlorothioformate
2829,153,Caproic acid
2829,153,Hexanoic acid
2830,139,Lithium ferrosilicon
2831,160,"1,1,1-Trichloroethane"
2834,154,Phosphorous acid
2835,138,Sodium aluminum hydride
2837,154,"Bisulfates, aqueous solution"
2837,154,"Bisulphates, aqueous solution"
2837,154,"Sodium bisulfate, solution"
2837,154,"Sodium bisulphate, solution"
2838,129P,"Vinyl butyrate, stabilized"
2839,153,Aldol
2840,129,Butyraldoxime
2841,131,Di-n-amylamine
2842,129,Nitroethane
2844,138,Calcium manganese silicon
2845,135,"Ethyl phosphonous dichloride,"
2845,135,Methyl phosphonous dichloride
2845,135,"Pyrophoric liquid, organic,"
2846,135,"Pyrophoric solid, organic, n.o.s."
2849,153,3-Chloropropanol-1
2850,128,Propylene tetramer
2851,157,"Boron trifluoride, dihydrate"
2852,113,"Dipicryl sulfide, wetted with not"
2852,113,"Dipicryl sulphide, wetted with"
2853,151,Magnesium fluorosilicate
2854,151,Ammonium fluorosilicate
2854,151,Ammonium silicofluoride
2855,151,Zinc fluorosilicate
2855,151,Zinc silicofluoride
2856,151,"Fluorosilicates, n.o.s."
2857,126,"Refrigerating machines,"
2857,126,"Refrigerating machines,"
2857,126,"Refrigerating machines,"
2858,170,"Zirconium, dry, coiled wire,"
2859,154,Ammonium metavanadate2861 151 Ammonium polyvanadate
2862,151,Vanadium pentoxide
2863,154,Sodium ammonium vanadate
2864,151,Potassium metavanadate
2865,154,Hydroxylamine sulfate
2865,154,Hydroxylamine sulphate
2869,157,Titanium trichloride mixture
2870,135,Aluminum borohydride
2870,135,Aluminum borohydride in
2871,170,Antimony powder
2872,159,Dibromochloropropanes
2873,153,Dibutylaminoethanol
2874,153,Furfuryl alcohol
2875,151,Hexachlorophene
2876,153,Resorcinol
2878,170,Titanium sponge granules
2878,170,Titanium sponge powders
2879,157,Selenium oxychloride
2880,140,"Calcium hypochlorite, hydrated,"
2880,140,"Calcium hypochlorite, hydrated"
2881,135,"Metal catalyst, dry"
2881,135,"Nickel catalyst, dry"
2900,158,"Infectious substance, affecting"
2901,124,Bromine chloride
2902,151,"Pesticide, liquid, poisonous,"
2902,151,"Pesticide, liquid, toxic, n.o.s."
2903,131,"Pesticide, liquid, poisonous,"
2903,131,"Pesticide, liquid, toxic,"
2904,154,"Chlorophenolates, liquid"
2904,154,"Phenolates, liquid"
2905,154,"Chlorophenolates, solid"
2905,154,"Phenolates, solid"
2907,133,Isosorbide dinitrate mixture
2908,161,"Radioactive material, excepted"
2909,161,"Radioactive material,"
2909,161,"Radioactive material,"
2909,161,"Radioactive material,"
2910,161,"Radioactive material, excepted"
2911,161,"Radioactive material, excepted"
2911,161,"Radioactive material, excepted"
2912,162,"Radioactive material, low"
2913,162,"Radioactive material, surface"
2915,163,"Radioactive material, Type A"
2916,163,"Radioactive material, Type B(U)"
2919,163,"Radioactive material,"
2920,132,"Corrosive liquid, flammable,"
2921,134,"Corrosive solid, flammable,"
2922,154,"Corrosive liquid, poisonous,"
2922,154,"Corrosive liquid, toxic, n.o.s."
2923,154,"Corrosive solid, poisonous,"
2923,154,"Corrosive solid, toxic, n.o.s."
2924,132,"Flammable liquid, corrosive,"
2925,134,"Flammable solid, corrosive,"
2926,134,"Flammable solid, poisonous,"
2926,134,"Flammable solid, toxic, organic,"
2927,154,Ethyl phosphonothioic
2927,154,Ethyl phosphorodichloridate
2927,154,"Poisonous liquid, corrosive,"
2927,154,"Toxic liquid, corrosive, organic,"
2928,154,"Poisonous solid, corrosive,"
2928,154,"Toxic solid, corrosive, organic,"
2929,131,"Poisonous liquid, flammable,"
2929,131,"Toxic liquid, flammable,"
2930,134,"Poisonous solid, flammable,"
2930,134,"Toxic solid, flammable, organic,"
2931,151,Vanadyl sulfate
2931,151,Vanadyl sulphate
2933,129,Methyl 2-chloropropionate
2934,129,Isopropyl 2-chloropropionate
2935,129,Ethyl 2-chloropropionate
2936,153,Thiolactic acid
2937,153,"alpha-Methylbenzyl alcohol,"
2937,153,"Methylbenzyl (alpha) alcohol,"
2940,135,Cyclooctadiene phosphines
2940,135,9-Phosphabicyclononanes
2941,153,Fluoroanilines
2942,153,2-Trifluoromethylaniline
2943,129,Tetrahydrofurfurylamine
2945,132,N-Methylbutylamine
2946,153,2-Amino-5-diethylaminopentane
2947,127,Isopropyl chloroacetate
2948,153,3-Trifluoromethylaniline
2949,154,"Sodium hydrosulfide, hydrated,"
2949,154,"Sodium hydrosulfide, with"
2949,154,"Sodium hydrosulphide,"
2949,154,"Sodium hydrosulphide, with"
2950,138,"Magnesium granules, coated2956 149 5-tert-Butyl-2,4,6-trinitro-"
2956,149,Musk xylene
2965,139,Boron trifluoride dimethyl
2966,153,Thioglycol
2967,154,Sulfamic acid
2967,154,Sulphamic acid
2968,135,"Maneb, stabilized"
2968,135,"Maneb preparation, stabilized"
2969,171,"Castor beans, meal, pomace"
2977,166,"Radioactive material, uranium"
2977,166,"Uranium hexafluoride,"
2978,166,"Radioactive material, uranium"
2978,166,"Uranium hexafluoride,"
2983,131P,Ethylene oxide and propylene
2984,140,"Hydrogen peroxide, aqueous"
2985,155,"Chlorosilanes, flammable,"
2986,155,"Chlorosilanes, corrosive,"
2987,156,"Chlorosilanes, corrosive, n.o.s."
2988,139,"Chlorosilanes, water-reactive,"
2989,133,"Lead phosphite, dibasic"
2990,171,"Life-saving appliances, self-"
2991,131,"Carbamate pesticide, liquid,"
2991,131,"Carbamate pesticide, liquid,"
2992,151,"Carbamate pesticide, liquid,"
2992,151,"Carbamate pesticide, liquid,"
2993,131,"Arsenical pesticide, liquid,"
2993,131,"Arsenical pesticide, liquid,"
2994,151,"Arsenical pesticide, liquid,"
2994,151,"Arsenical pesticide, liquid, toxic"
2995,131,"Organochlorine pesticide,"
2995,131,"Organochlorine pesticide,"
2996,151,"Organochlorine pesticide,"
2996,151,"Organochlorine pesticide,"
2997,131,"Triazine pesticide, liquid,"
2997,131,"Triazine pesticide, liquid, toxic,"
2998,151,"Triazine pesticide, liquid,"
2998,151,"Triazine pesticide, liquid, toxic"
3002,151,"Phenyl urea pesticides, liquid,"
3002,151,"Phenyl urea pesticides, liquid,"
3005,131,"Thiocarbamate pesticide, liquid,"
3005,131,"Thiocarbamate pesticide, liquid,"
3006,151,"Thiocarbamate pesticide, liquid,"
3009,131,"Copper based pesticide, liquid,"
3009,131,"Copper based pesticide, liquid,"
3010,151,"Copper based pesticide, liquid,"
3010,151,"Copper based pesticide, liquid,"
3011,131,"Mercury based pesticide, liquid,"
3011,131,"Mercury based pesticide, liquid,"
3012,151,"Mercury based pesticide, liquid,"
3012,151,"Mercury based pesticide, liquid,"
3013,131,Substituted nitrophenol
3013,131,Substituted nitrophenol
3014,153,Substituted nitrophenol
3014,153,Substituted nitrophenol
3015,131,"Bipyridilium pesticide, liquid,"
3015,131,"Bipyridilium pesticide, liquid,"
3016,151,"Bipyridilium pesticide, liquid,"
3016,151,"Bipyridilium pesticide, liquid,"
3017,131,"Organophosphorus pesticide,"
3017,131,"Organophosphorus pesticide,"
3018,152,"Organophosphorus pesticide,"
3018,152,"Organophosphorus pesticide,"
3019,131,"Organotin pesticide, liquid,"
3019,131,"Organotin pesticide, liquid,"
3020,153,"Organotin pesticide, liquid,"
3020,153,"Organotin pesticide, liquid, toxic"
3021,131,"Pesticide, liquid, flammable,"
3021,131,"Pesticide, liquid, flammable,"
3022,127P,"1,2-Butylene oxide, stabilized"
3023,131,2-Methyl-2-heptanethiol
3024,131,"Coumarin derivative pesticide,"
3024,131,"Coumarin derivative pesticide,"
3025,131,"Coumarin derivative pesticide,"
3025,131,"Coumarin derivative pesticide,"
3026,151,"Coumarin derivative pesticide,"
3026,151,"Coumarin derivative pesticide,"
3027,151,"Coumarin derivative pesticide,"
3027,151,"Coumarin derivative pesticide,"
3028,154,"Batteries, dry, containing"
3048,157,Aluminum phosphide pesticide
3054,129,Cyclohexanethiol3054 129 Cyclohexyl mercaptan
3055,154,2-(2-Aminoethoxy)ethanol
3056,129,n-Heptaldehyde
3057,125,Trifluoroacetyl chloride
3064,127,"Nitroglycerin, solution in"
3065,127,Alcoholic beverages
3066,153,Paint (corrosive)
3066,153,Paint related material
3070,126,Ethylene oxide and
3071,131,"Mercaptan mixture, liquid,"
3071,131,"Mercaptan mixture, liquid, toxic,"
3071,131,"Mercaptans, liquid, poisonous,"
3071,131,"Mercaptans, liquid, toxic,"
3072,171,"Life-saving appliances, not self-"
3073,131P,"Vinylpyridines, stabilized"
3077,171,Environmentally hazardous
3077,171,"Hazardous waste, solid, n.o.s."
3077,171,"Other regulated substances,"
3078,138,"Cerium, turnings or gritty"
3079,131P,"Methacrylonitrile, stabilized"
3080,155,"Isocyanate solution, poisonous,"
3080,155,"Isocyanate solution, toxic,"
3080,155,"Isocyanates, poisonous,"
3080,155,"Isocyanates, toxic, flammable,"
3082,171,Environmentally hazardous
3082,171,"Hazardous waste, liquid, n.o.s."
3082,171,"Other regulated substances,"
3083,124,Perchloryl fluoride
3084,157,"Corrosive solid, oxidizing, n.o.s."
3085,140,"Oxidizing solid, corrosive, n.o.s."
3086,141,"Poisonous solid, oxidizing,"
3086,141,"Toxic solid, oxidizing, n.o.s."
3087,141,"Oxidizing solid, poisonous,"
3087,141,"Oxidizing solid, toxic, n.o.s."
3088,135,"Self-heating solid, organic,"
3089,170,"Metal powder, flammable, n.o.s."
3090,138,Lithium metal batteries
3091,138,Lithium metal batteries
3091,138,Lithium metal batteries packed
3092,129,1-Methoxy-2-propanol
3093,157,"Corrosive liquid, oxidizing,"
3094,138,"Corrosive liquid, water-reactive,"
3095,136,"Corrosive solid, self-heating,"
3097,140,"Flammable solid, oxidizing,"
3098,140,"Oxidizing liquid, corrosive,"
3099,142,"Oxidizing liquid, poisonous,"
3099,142,"Oxidizing liquid, toxic, n.o.s."
3100,135,"Oxidizing solid, self-heating,"
3101,146,"Organic peroxide type B, liquid"
3102,146,"Organic peroxide type B, solid"
3103,146,"Organic peroxide type C, liquid"
3104,146,"Organic peroxide type C, solid"
3105,145,"Organic peroxide type D, liquid"
3106,145,"Organic peroxide type D, solid"
3107,145,"Organic peroxide type E, liquid"
3108,145,"Organic peroxide type E, solid"
3109,145,"Organic peroxide type F, liquid"
3110,145,"Organic peroxide type F, solid"
3111,148,"Organic peroxide type B, liquid,"
3112,148,"Organic peroxide type B, solid,"
3113,148,"Organic peroxide type C, liquid,"
3114,148,"Organic peroxide type C, solid,"
3115,148,"Organic peroxide type D, liquid,"
3116,148,"Organic peroxide type D, solid,"
3117,148,"Organic peroxide type E, liquid,"
3118,148,"Organic peroxide type E, solid,"
3119,148,"Organic peroxide type F, liquid,"
3120,148,"Organic peroxide type F, solid,"
3121,144,"Oxidizing solid, water-reactive,"
3122,142,"Poisonous liquid, oxidizing,"
3122,142,"Toxic liquid, oxidizing, n.o.s."
3123,139,"Poisonous liquid, water-"
3123,139,"Toxic liquid, water-reactive,"
3124,136,"Poisonous solid, self-heating,"
3124,136,"Toxic solid, self-heating, n.o.s."
3125,139,"Poisonous solid, water-reactive,"
3125,139,"Toxic solid, water-reactive,"
3126,136,"Self-heating solid, corrosive,"
3127,135,"Self-heating solid, oxidizing,"
3128,136,"Self-heating solid, poisonous,"
3128,136,"Self-heating solid, toxic,"
3129,138,"Water-reactive liquid, corrosive,"
3130,139,"Water-reactive liquid,"
3130,139,"Water-reactive liquid, toxic,"
3131,138,"Water-reactive solid, corrosive,"
3132,138,"Water-reactive solid, flammable,"
3134,139,"Water-reactive solid, poisonous,"
3134,139,"Water-reactive solid, toxic,"
3135,138,"Water-reactive solid, self-"
3136,120,"Trifluoromethane, refrigerated"
3137,140,"Oxidizing solid, flammable,"
3138,115,"Ethylene, acetylene and"
3139,140,"Oxidizing liquid, n.o.s."
3140,151,"Alkaloids, liquid, n.o.s."
3140,151,"Alkaloid salts, liquid, n.o.s."
3141,157,"Antimony compound, inorganic,"
3142,151,"Disinfectant, liquid, poisonous,"
3142,151,"Disinfectant, liquid, toxic, n.o.s."
3143,151,"Dye, solid, poisonous, n.o.s."
3143,151,"Dye, solid, toxic, n.o.s."
3143,151,"Dye intermediate, solid,"
3143,151,"Dye intermediate, solid, toxic,"
3144,151,"Nicotine compound, liquid,"
3144,151,"Nicotine preparation, liquid,"
3145,153,"Alkylphenols, liquid, n.o.s."
3146,153,"Organotin compound, solid,"
3147,154,"Dye, solid, corrosive, n.o.s."
3147,154,"Dye intermediate, solid,"
3148,138,"Water-reactive liquid, n.o.s."
3149,140,Hydrogen peroxide and
3150,115,"Devices, small, hydrocarbon gas"
3150,115,Hydrocarbon gas refills for
3151,171,Halogenated
3151,171,"Polyhalogenated biphenyls,"
3151,171,"Polyhalogenated terphenyls,"
3152,171,Halogenated
3152,171,"Polyhalogenated biphenyls,"
3152,171,"Polyhalogenated terphenyls,"
3153,115,Perfluoro(methyl vinyl ether)
3154,115,Perfluoro(ethyl vinyl ether)
3155,154,Pentachlorophenol
3156,122,"Compressed gas, oxidizing,"
3157,122,"Liquefied gas, oxidizing, n.o.s."
3158,120,"Gas, refrigerated liquid, n.o.s.3159 126 Refrigerant gas R-134a"
3159,126,"1,1,1,2-Tetrafluoroethane"
3160,119,"Liquefied gas, poisonous,"
3160,119,"Liquefied gas, poisonous,"
3160,119,"Liquefied gas, poisonous,"
3160,119,"Liquefied gas, poisonous,"
3160,119,"Liquefied gas, poisonous,"
3160,119,"Liquefied gas, toxic, flammable,"
3160,119,"Liquefied gas, toxic, flammable,"
3160,119,"Liquefied gas, toxic, flammable,"
3160,119,"Liquefied gas, toxic, flammable,"
3160,119,"Liquefied gas, toxic, flammable,"
3161,115,"Liquefied gas, flammable, n.o.s."
3162,123,"Liquefied gas, poisonous, n.o.s."
3162,123,"Liquefied gas, poisonous, n.o.s."
3162,123,"Liquefied gas, poisonous, n.o.s."
3162,123,"Liquefied gas, poisonous, n.o.s."
3162,123,"Liquefied gas, poisonous, n.o.s."
3162,123,"Liquefied gas, toxic, n.o.s."
3162,123,"Liquefied gas, toxic, n.o.s."
3162,123,"Liquefied gas, toxic, n.o.s."
3162,123,"Liquefied gas, toxic, n.o.s."
3162,123,"Liquefied gas, toxic, n.o.s."
3163,126,"Liquefied gas, n.o.s."
3164,126,"Articles, pressurized, hydraulic"
3164,126,"Articles, pressurized, pneumatic"
3165,131,Aircraft hydraulic power unit
3166,115,"Vehicle, flammable gas powered"
3166,128,"Vehicle, flammable liquid"
3166,115,"Vehicle, fuel cell, flammable"
3166,128,"Vehicle, fuel cell, flammable"
3167,115,"Gas sample, non-pressurized,"
3168,119,"Gas sample, non-pressurized,"
3168,119,"Gas sample, non-pressurized,"
3169,123,"Gas sample, non-pressurized,"
3169,123,"Gas sample, non-pressurized,"
3170,138,Aluminum dross
3170,138,Aluminum remelting by-products3170 138 Aluminum smelting by-products
3171,154,Battery-powered equipment
3171,147,Battery-powered equipment
3171,138,Battery-powered equipment
3171,138,Battery-powered equipment
3171,154,Battery-powered vehicle (wet
3171,147,Battery-powered vehicle (with
3171,138,Battery-powered vehicle (with
3171,154,"Wheelchair, electric, with"
3172,152,"Toxins, extracted from living"
3174,135,Titanium disulfide
3174,135,Titanium disulphide
3175,133,Solids containing flammable
3176,133,"Flammable solid, organic,"
3178,133,"Flammable solid, inorganic,"
3178,133,Smokeless powder for small
3179,134,"Flammable solid, poisonous,"
3179,134,"Flammable solid, toxic,"
3180,134,"Flammable solid, corrosive,"
3181,133,Metal salts of organic
3182,170,"Metal hydrides, flammable,"
3183,135,"Self-heating liquid, organic,"
3184,136,"Self-heating liquid, poisonous,"
3184,136,"Self-heating liquid, toxic,"
3185,136,"Self-heating liquid, corrosive,"
